time,src,dst,proto,src_port,dst_port,packets,bytes,duration
1295981588.639878000,192.168.3.131,208.82.238.129,TCP,58362,80,3,3,0.0317249298096
1295981595.940729000,192.168.3.131,204.9.163.166,TCP,58381 - 58831,80,69,69,207.934884071
1295981602.500683000,192.168.3.131,72.14.213.105,TCP,57838,80,4,4,8.92455887794
1295981607.802337000,192.168.3.131,12.129.210.71,TCP,56167,80,9,9,0.138673067093
1295981608.145092000,192.168.3.131,206.108.207.155,TCP,56168 - 56169,80,64,64,65.150562048
1295981619.941267000,192.168.3.131,72.14.203.102,TCP,57878,80,4,4,1.60748410225
1295981627.060661000,192.168.3.131,72.14.213.156,TCP,57071 - 57231,80,12,12,34.3785920143
1295981627.607568000,192.168.3.131,72.14.213.167,TCP,57032,80,4,4,3.817663908
1295981627.867405000,172.16.255.1,204.9.163.158,TCP,10616 - 10714,80,70,70,200.46548605
1295981628.697272000,10.0.2.15,65.55.25.60,TCP,2489,80,1,1,
1295981638.602610000,10.0.2.15,65.55.25.60,TCP,2498,443,3,3,20.1786718369
1295981640.227773000,172.16.255.1,71.224.25.112,UDP,50983,33695,4,4,0.252114057541
1295981640.291009000,172.16.255.1,255.255.255.255,UDP,68,67,1,1,
1295981640.291600000,172.16.255.1,172.16.0.1,UDP,68,67,1,1,
1295981640.336851000,172.16.255.1,224.0.0.252,UDP,54048,5355,2,2,0.100402116776
1295981640.481058000,172.16.255.1,156.26.54.15,UDP,50983,4300,2,2,0.0738451480865
1295981640.556070000,172.16.255.1,178.144.253.171,UDP,50983,43217,2,2,0.395481824875
1295981640.639586000,172.16.255.1,172.16.255.255,UDP,137,137,12,12,163.941842079
1295981640.952653000,172.16.255.1,147.31.122.1,UDP,50983,18165,2,2,0.102246046066
1295981641.055902000,147.31.122.1,172.16.255.1,TCP,18165,10621,1,1,
1295981641.056203000,172.16.255.1,75.76.39.18,UDP,50983,35877,2,2,0.123182058334
1295981641.180183000,172.16.255.1,69.255.24.214,UDP,50983,24506,2,2,0.12139415741
1295981641.308931000,172.16.255.1,67.163.123.10,UDP,50983,39466,2,2,0.13320684433
1295981641.443111000,172.16.255.1,74.75.251.207,UDP,50983,39109,2,2,0.126273155212
1295981641.570365000,172.16.255.1,128.173.201.171,UDP,50983,23537,2,2,0.0950081348419
1295981642.678491000,172.16.255.1,147.31.122.1,TCP,10622,443,174,174,185.585781813
1295981644.337730000,172.16.255.1,239.255.255.250,UDP,54052 - 63802,1900,16,16,195.989030123
1295981644.339188000,172.16.255.1,172.16.0.1,UDP,54055 - 63805,5351,10,10,190.783345938
1295981644.532706000,194.165.188.79,172.16.255.1,TCP,33033,10623,2,2,3.0120549202
1295981645.064710000,172.16.255.1,67.82.196.121,UDP,50983,10662,2,2,0.0947141647339
1295981645.064893000,172.16.255.1,188.231.175.85,UDP,50983,21827,2,2,0.244606018066
1295981645.160252000,172.16.255.1,188.2.252.64,UDP,50983,43699,10,10,1.04270482063
1295981645.160354000,67.117.28.180,172.16.255.1,UDP,56259,50983,10,10,0.427752017975
1295981645.160449000,172.16.255.1,190.213.192.39,UDP,50983,9009,1,1,
1295981645.160538000,172.16.255.1,67.9.27.118,UDP,50983,48240,2,2,0.151529073715
1295981645.244803000,172.16.255.1,190.39.220.172,UDP,50983,443,1,1,
1295981645.244852000,172.16.255.1,67.84.192.140,UDP,50983,443,2,2,0.0994029045105
1295981645.564499000,213.166.51.4,172.16.255.1,TCP,33033,10624,1,1,
1295981646.141502000,194.165.188.79,172.16.255.1,TCP,33033,10625,1,1,
1295981647.186881000,213.166.51.4,172.16.255.1,TCP,33033,10626,1,1,
1295981647.764141000,172.16.255.1,194.165.188.79,TCP,10627,443,19,19,11.5264928341
1295981648.820543000,194.165.188.76,172.16.255.1,TCP,12350,10628,2,2,3.09711694717
1295981648.821959000,212.8.166.36,172.16.255.1,TCP,12350,10629,2,2,3.09576892853
1295981649.457418000,10.0.2.15,192.168.3.90,TCP,1095,139,26,26,175.723999023
1295981649.773161000,204.9.163.184,172.16.255.1,TCP,12350,10631,2,2,3.00546813011
1295981649.774524000,172.16.255.1,174.48.244.28,UDP,50983,31727,6,6,9.04190802574
1295981649.774594000,172.16.255.1,194.171.12.150,UDP,50983,44386,6,6,9.21524786949
1295981649.774644000,172.16.255.1,87.5.175.49,UDP,50983,42341,6,6,1.17887711525
1295981650.067362000,172.16.255.1,208.88.186.244,UDP,50983,13392,4,4,177.175741911
1295981650.419975000,194.165.188.76,172.16.255.1,TCP,12350,10632,1,1,
1295981650.420250000,212.8.166.36,172.16.255.1,TCP,12350,10633,1,1,
1295981650.560251000,209.105.148.72,172.16.255.1,UDP,56138,50983,2,2,0.112072944641
1295981650.560341000,172.16.255.1,178.25.111.25,UDP,50983,33453,4,4,5.0077791214
1295981650.560409000,172.16.255.1,95.68.58.110,UDP,50983,17865,2,2,0.247153997421
1295981650.560467000,172.16.255.1,124.144.10.123,UDP,50983,50583,2,2,0.142558097839
1295981650.560538000,190.213.76.21,172.16.255.1,UDP,62669,50983,2,2,0.169312000275
1295981650.560601000,172.16.255.1,71.67.132.22,UDP,50983,28376,2,2,0.137552022934
1295981650.560673000,130.206.167.238,172.16.255.1,UDP,54002,50983,2,2,0.28390288353
1295981650.560844000,172.16.255.1,217.174.56.245,UDP,50983,8395,4,4,7.6374130249
1295981650.560902000,172.16.255.1,65.35.35.4,UDP,50983,34467,4,4,7.08632683754
1295981650.560969000,172.16.255.1,87.64.66.227,UDP,50983,31783,4,4,6.61706399918
1295981650.561021000,172.16.255.1,79.143.161.140,UDP,50983,32575,4,4,6.58084893227
1295981650.561072000,172.16.255.1,92.247.222.20,UDP,50983,25987,6,6,12.3745110035
1295981650.561128000,182.166.37.160,172.16.255.1,UDP,60573,50983,4,4,6.31398701668
1295981650.561189000,172.16.255.1,218.166.122.86,UDP,50983,22511,4,4,6.42091298103
1295981650.561242000,172.16.255.1,88.198.13.111,UDP,50983,21368,4,4,6.32969093323
1295981650.561299000,172.16.255.1,89.34.75.134,UDP,50983,23924,4,4,5.26092791557
1295981650.561453000,172.16.255.1,92.255.161.104,UDP,50983,43708,4,4,4.95176696777
1295981650.561558000,172.16.255.1,71.67.129.20,UDP,50983,21319,4,4,4.847479105
1295981650.730391000,172.16.255.1,87.121.79.141,UDP,50983,29347,4,4,7.19206905365
1295981651.385994000,204.9.163.184,172.16.255.1,TCP,12350,10634,1,1,
1295981651.868563000,192.168.3.131,72.14.213.103,TCP,57879 - 57902,80,96,96,9.57722210884
1295981652.029329000,172.16.255.1,194.165.188.76,TCP,10635,443,15,15,16.7574360371
1295981652.029659000,172.16.255.1,212.8.166.36,TCP,10636,443,50,50,18.9950568676
1295981652.991973000,172.16.255.1,204.9.163.184,TCP,10637,443,21,21,60.9716801643
1295981653.037338000,192.168.3.131,72.14.213.132,TCP,52399 - 52402,443,60,60,5.30422902107
1295981653.840363000,172.16.255.1,130.117.72.100,TCP,10638,443,524,524,18.1262979507
1295981654.196898000,172.16.255.1,204.9.163.181,TCP,10639 - 10643,443,144,144,4.87013292313
1295981655.215026000,172.16.255.1,95.86.252.198,UDP,50983,6192,4,4,10.7330691814
1295981655.448078000,172.16.255.1,24.193.140.50,UDP,50983,9911,2,2,0.147629976273
1295981655.513836000,172.16.255.1,88.203.161.148,UDP,50983,13899,2,2,0.221489191055
1295981655.737000000,212.8.163.80,172.16.255.1,UDP,54900,50983,8,8,23.8613231182
1295981655.737075000,172.16.255.1,208.88.186.242,UDP,50983,13392,2,2,0.0763080120087
1295981655.843173000,10.0.2.15,10.0.2.3,UDP,49796 - 64982,53,60,60,166.007344961
1295981655.935733000,10.0.2.15,65.54.186.19,TCP,2526,443,54,54,0.718402862549
1295981655.952795000,10.0.2.15,64.4.9.254,TCP,2527,1863,17,17,0.543462991714
1295981656.494867000,10.0.2.15,65.54.189.173,TCP,2528,1863,106,106,63.8639879227
1295981657.193419000,172.16.255.1,95.160.236.51,UDP,50983,32683,3,3,2.24327611923
1295981657.199571000,172.16.255.1,114.46.144.25,UDP,50983,29080,2,2,0.270292043686
1295981657.421595000,172.16.255.1,213.19.120.150,UDP,50983,16763,2,2,0.250936985016
1295981657.421714000,172.16.255.1,118.6.206.252,UDP,50983,48570,6,6,8.27045083046
1295981657.448757000,172.16.255.1,184.85.226.161,TCP,10646 - 10691,443,417,417,96.6336150169
1295981658.219915000,172.16.255.1,66.235.143.184,TCP,10648,443,24,24,95.8604791164
1295981658.248336000,172.16.255.1,111.249.130.107,UDP,50983,42403,2,2,0.391742944717
1295981658.525558000,172.16.255.1,128.241.90.211,TCP,10653 - 10655,80,123,123,95.5543780327
1295981658.810885000,10.0.2.15,207.46.96.145,TCP,2529,80,77,77,32.0963089466
1295981658.930415000,207.46.125.253,10.0.2.15,UDP,7001,2531,2,2,110.0
1295981658.934686000,207.46.125.253,10.0.2.15,UDP,7001,2532,4,4,110.057662964
1295981659.107679000,207.46.125.254,10.0.2.15,UDP,7001,2532,4,4,110.172462225
1295981659.160746000,10.0.2.15,10.0.2.2,UDP,48575,1900,20,20,112.025465965
1295981659.161403000,10.0.2.2,10.0.2.15,,,,20,20,112.025994062
1295981659.572573000,10.0.2.15,65.55.15.244,TCP,2536 - 2537,80,54,54,71.19612813
1295981659.578717000,207.46.125.253,10.0.2.15,UDP,7001,2535,8,8,110.177907944
1295981659.734780000,173.178.118.29,172.16.255.1,UDP,54049,50983,2,2,0.0856690406799
1295981659.734917000,70.80.140.19,172.16.255.1,UDP,64588,50983,2,2,0.0826790332794
1295981659.735015000,172.16.255.1,76.167.181.32,UDP,50983,10848,2,2,0.0573251247406
1295981659.787846000,207.46.125.254,10.0.2.15,UDP,7001,2538,8,8,110.054624796
1295981659.822990000,172.16.255.1,109.227.83.14,UDP,50983,6536,2,2,0.245119094849
1295981659.994085000,10.0.2.15,198.104.200.146,TCP,2539,80,8,8,70.7744710445
1295981660.162541000,10.0.2.15,207.46.105.186,TCP,2540,80,10,10,70.6062281132
1295981660.199211000,172.16.255.1,66.209.190.84,UDP,50983,4813,1,1,
1295981660.545667000,172.16.255.1,93.181.202.185,UDP,50983,30757,2,2,0.221789121628
1295981660.822738000,172.16.255.1,109.173.29.34,TCP,10658 - 10697,443,66,66,85.5269770622
1295981660.823055000,172.16.255.1,109.255.178.86,TCP,10659,443,15,15,30.6898570061
1295981660.823232000,172.16.255.1,82.226.125.157,UDP,50983,45834,2,2,0.198215007782
1295981660.823291000,172.16.255.1,71.10.26.41,UDP,50983,14168,2,2,0.0956599712372
1295981660.823345000,172.16.255.1,213.64.95.196,UDP,50983,7892,2,2,0.171626091003
1295981660.978437000,172.16.255.1,99.96.126.9,UDP,50983,32178,2,2,0.139450073242
1295981661.504690000,172.16.255.1,67.215.65.132,TCP,10661 - 10665,443,39,39,0.861504077911
1295981661.755101000,207.47.250.146,172.16.255.1,UDP,52634,50983,2,2,0.102200984955
1295981661.755193000,172.16.255.1,207.172.53.166,UDP,50983,42304,4,4,1.95026302338
1295981661.755259000,111.250.201.8,172.16.255.1,UDP,62599,50983,2,2,0.262444019318
1295981661.858610000,172.16.255.1,194.192.199.252,TCP,10667,443,58,58,62.2400591373
1295981662.128973000,172.16.255.1,204.194.237.136,TCP,10668 - 10670,80,37,37,0.924081087112
1295981662.446207000,66.209.190.84,172.16.255.1,UDP,53679,50983,1,1,
1295981662.663707000,172.16.255.1,95.139.1.252,UDP,50983,13208,4,4,0.792429924011
1295981662.936827000,172.16.255.1,109.227.83.224,TCP,10671 - 10696,443,64,64,83.4436080456
1295981663.100418000,172.16.255.1,24.78.140.118,UDP,50983,24884,4,4,7.72089290619
1295981663.100521000,172.16.255.1,82.58.187.140,UDP,50983,43187,2,2,0.300099849701
1295981663.173967000,172.16.255.1,190.164.247.173,UDP,50983,29044,2,2,0.199335098267
1295981663.403564000,172.16.255.1,94.248.101.181,UDP,50983,38685,2,2,0.414645910263
1295981663.699275000,10.0.2.15,207.46.113.78,TCP,2542 - 2544,443,54,54,41.51876688
1295981663.755620000,172.16.255.1,188.246.82.7,UDP,50983,32291,2,2,0.210335969925
1295981663.831480000,172.16.255.1,80.221.22.161,UDP,50983,30425,2,2,0.202200889587
1295981663.970102000,212.8.163.80,172.16.255.1,TCP,54900,10672,2,2,3.014138937
1295981663.970325000,212.8.163.80,172.16.255.1,TCP,54900,10673,2,2,3.0139169693
1295981663.973773000,172.16.255.1,114.33.52.13,UDP,50983,38843,2,2,0.265960931778
1295981663.973943000,172.16.255.1,92.224.118.42,UDP,50983,50289,3,3,2.34963393211
1295981663.973990000,114.46.199.16,172.16.255.1,UDP,59468,50983,4,4,2.24086093903
1295981663.974036000,212.50.66.122,172.16.255.1,UDP,52091,50983,2,2,0.302043914795
1295981664.273305000,10.0.2.15,65.55.116.184,TCP,2543 - 2549,80,20,20,7.11724901199
1295981664.860463000,10.0.2.15,91.103.140.2,TCP,2545 - 2546,80,23,23,65.9084479809
1295981664.979290000,172.16.255.1,186.80.218.34,UDP,50983,3290,4,4,0.422535896301
1295981665.221936000,110.67.111.103,172.16.255.1,UDP,64228,50983,2,2,0.139678001404
1295981665.402626000,172.16.255.1,218.173.246.133,UDP,50983,21363,2,2,0.273059844971
1295981665.402892000,125.232.97.116,172.16.255.1,UDP,60875,50983,2,2,0.280774831772
1295981665.679846000,212.8.163.80,172.16.255.1,TCP,43400,10674,2,2,3.00479793549
1295981665.680274000,212.8.163.80,172.16.255.1,TCP,43400,10675,2,2,3.00436997414
1295981665.686472000,145.120.22.109,172.16.255.1,UDP,51491,50983,4,4,3.17987203598
1295981666.267044000,172.16.255.1,134.2.48.153,UDP,50983,8984,2,2,0.17479300499
1295981666.267226000,172.16.255.1,24.192.137.36,UDP,50983,45156,2,2,0.0853900909424
1295981666.356741000,204.9.163.160,172.16.255.1,TCP,35777,10676,2,2,2.99907398224
1295981666.357177000,204.9.163.160,172.16.255.1,TCP,35777,10677,2,2,2.99863696098
1295981666.357961000,172.16.255.1,189.126.44.128,UDP,50983,3192,2,2,0.259354114532
1295981666.358179000,172.16.255.1,84.197.9.59,UDP,50983,44808,2,2,0.184858798981
1295981666.363816000,10.0.2.15,96.17.8.49,TCP,2547,80,21,21,64.4050450325
1295981666.509960000,172.16.255.1,67.170.187.174,UDP,50983,38922,2,2,0.0316460132599
1295981666.543750000,172.16.255.1,145.94.52.184,UDP,50983,11610,2,2,0.172806978226
1295981666.544020000,98.243.160.202,172.16.255.1,UDP,53755,50983,2,2,0.0988881587982
1295981666.643735000,172.16.255.1,85.65.191.56,UDP,50983,29464,3,3,6.08142805099
1295981666.643979000,172.16.255.1,94.41.86.170,UDP,50983,9113,2,2,0.248234987259
1295981668.076889000,212.8.163.80,172.16.255.1,TCP,54900,10678,1,1,
1295981668.077427000,212.8.163.80,172.16.255.1,TCP,54900,10679,1,1,
1295981668.291854000,10.0.2.15,65.54.167.27,TCP,2548,80,82,82,62.4771180153
1295981668.693180000,172.16.255.1,129.132.232.116,UDP,50983,7704,4,4,2.59158587456
1295981669.708122000,172.16.255.1,109.229.25.126,TCP,10684,443,18,18,23.2108259201
1295981670.450618000,204.9.163.160,172.16.255.1,TCP,35777,10685,1,1,
1295981670.451042000,204.9.163.160,172.16.255.1,TCP,35777,10686,1,1,
1295981670.768909000,70.67.177.253,172.16.255.1,UDP,52967,50983,4,4,3.09060192108
1295981671.607679000,172.16.255.1,212.8.163.80,UDP,50983,43400,2,2,0.302054166794
1295981671.608084000,172.16.255.1,148.88.200.63,UDP,50983,42843,3,3,6.04705095291
1295981671.774753000,172.16.255.1,109.90.123.126,TCP,10687,443,18,18,16.3861680031
1295981672.794874000,172.16.255.1,2.120.66.172,UDP,50983,23852,2,2,0.218989133835
1295981673.820948000,172.16.255.1,204.9.163.160,UDP,50983,35777,3,3,6.0429110527
1295981674.785565000,172.16.255.1,213.146.189.205,TCP,10688,443,24,24,153.162115097
1295981675.486455000,192.168.3.131,76.74.140.168,TCP,56327 - 56499,80,31,31,60.5435569286
1295981676.975113000,10.0.2.15,64.4.35.57,TCP,2550,1863,34,34,43.5660331249
1295981677.433539000,172.16.255.1,97.103.179.155,UDP,50983,2151,2,2,0.118404150009
1295981685.539330000,10.0.2.15,70.37.129.34,TCP,2551 - 2554,80,59,59,34.7922139168
1295981696.864911000,10.0.2.15,70.37.129.32,TCP,2552,80,22,22,20.3597099781
1295981701.203550000,192.168.3.131,72.14.213.120,TCP,52497,443,17,17,0.271939992905
1295981709.207592000,192.168.3.131,72.14.213.149,TCP,56421,80,8,8,0.151885032654
1295981709.628055000,192.168.3.131,65.54.95.149,TCP,56423,80,41,41,13.6813998222
1295981709.663260000,192.168.3.131,72.14.213.148,TCP,56424,80,37,37,0.113234043121
1295981711.696925000,10.0.2.15,10.0.2.255,UDP,138,138,2,2,110.0
1295981721.426629000,192.168.3.131,195.27.155.40,TCP,57949,80,3,3,0.186180830002
1295981728.777989000,10.1.1.2,172.16.255.1,TCP,50023,10692,2,2,3.00876998901
1295981728.778389000,10.1.1.2,172.16.255.1,TCP,50023,10693,2,2,3.00837111473
1295981732.894987000,10.1.1.2,172.16.255.1,TCP,50023,10694,1,1,
1295981732.895494000,10.1.1.2,172.16.255.1,TCP,50023,10695,1,1,
1295981735.096783000,172.16.255.1,10.1.1.2,UDP,50983,50023,3,3,6.08899903297
1295981737.149393000,66.209.190.254,172.16.255.1,,,,2,2,4.04067993164
1295981738.697272000,65.55.25.60,10.0.2.15,TCP,5480,2489,1,1,
1295981743.628724000,192.168.3.131,192.168.3.90,TCP,49166,445,16,16,9.03345584869
1295981744.511002000,192.168.3.131,192.168.3.99,UDP,52400,161,16,16,90.2601318359
1295981745.116330000,172.16.255.1,24.54.5.14,UDP,50983,23389,2,2,0.10028719902
1295981748.602610000,65.55.25.60,10.0.2.15,TCP,5443,2498,3,3,20.1786718369
1295981749.607536000,192.168.3.131,208.50.77.73,TCP,57149 - 57173,80,9,9,0.0792729854584
1295981749.607654000,192.168.3.131,208.50.77.136,TCP,57121,80,3,3,0.0834159851074
1295981749.807536000,192.168.3.131,208.50.77.73,TCP,57149 - 57173,5480,9,9,0.079273223877
1295981749.807654000,192.168.3.131,208.50.77.136,TCP,57121,5480,3,3,0.0834159851074
1295981750.743462000,192.168.3.131,255.255.255.255,UDP,17500,17500,8,8,90.2439658642
1295981750.745970000,192.168.3.131,192.168.3.255,UDP,17500,17500,8,8,90.2437829971
1295981760.625557000,192.168.3.131,204.14.234.101,TCP,57231 - 57233,443,17,17,77.6033320427
1295981760.714717000,192.168.3.131,204.14.234.85,TCP,57243 - 57249,443,884,884,76.4261920452
1295981760.825557000,192.168.3.131,204.14.234.101,TCP,57231 - 57233,8443,17,17,77.6033320427
1295981760.914717000,192.168.3.131,204.14.234.85,TCP,57243 - 57249,8443,884,884,76.4261920452
1295981764.143349000,192.168.3.131,65.55.57.251,TCP,57058,80,2,2,5.10215759277e-05
1295981764.343349000,192.168.3.131,65.55.57.251,TCP,57058,5480,2,2,5.10215759277e-05
1295981764.607078000,192.168.3.131,208.50.77.97,TCP,57145 - 57174,80,9,9,30.0756289959
1295981764.607211000,192.168.3.131,66.235.136.89,TCP,57242 - 57250,443,19,19,73.8867177963
1295981764.807078000,192.168.3.131,208.50.77.97,TCP,57145 - 57174,5480,9,9,30.0756292343
1295981764.807211000,192.168.3.131,66.235.136.89,TCP,57242 - 57250,8443,19,19,73.8867180347
1295981765.935733000,65.54.186.19,10.0.2.15,TCP,5443,2526,54,54,0.718402862549
1295981765.952795000,64.4.9.254,10.0.2.15,TCP,61863,2527,17,17,0.543462991714
1295981766.494867000,65.54.189.173,10.0.2.15,TCP,61863,2528,106,106,63.8639879227
1295981768.810885000,207.46.96.145,10.0.2.15,TCP,5480,2529,77,77,32.0963089466
1295981769.572573000,65.55.15.244,10.0.2.15,TCP,5480,2536,30,30,71.1960811615
1295981769.573326000,65.55.15.244,10.0.2.15,TCP,5480,2537,24,24,71.1953749657
1295981769.994085000,198.104.200.146,10.0.2.15,TCP,5480,2539,8,8,70.7744710445
1295981770.162541000,207.46.105.186,10.0.2.15,TCP,5480,2540,10,10,70.6062281132
1295981773.699275000,207.46.113.78,10.0.2.15,TCP,5443,2542,25,25,36.5123500824
1295981774.273305000,65.55.116.184,10.0.2.15,TCP,5480,2543,10,10,0.212712049484
1295981774.709267000,207.46.113.78,10.0.2.15,TCP,5443,2544,29,29,40.5087749958
1295981774.860463000,91.103.140.2,10.0.2.15,TCP,5480,2545,15,15,1.01943302155
1295981775.884747000,91.103.140.2,10.0.2.15,TCP,5480,2546,8,8,64.8841638565
1295981776.363816000,96.17.8.49,10.0.2.15,TCP,5480,2547,21,21,64.4050450325
1295981778.291854000,65.54.167.27,10.0.2.15,TCP,5480,2548,82,82,62.4771180153
1295981779.606708000,192.168.3.131,208.50.77.134,TCP,57186 - 57205,80,18,18,0.082594871521
1295981779.606846000,192.168.3.131,69.63.181.15,TCP,57192 - 57198,80,8,8,0.032527923584
1295981779.806708000,192.168.3.131,208.50.77.134,TCP,57186 - 57205,5480,18,18,0.082594871521
1295981779.806846000,192.168.3.131,69.63.181.15,TCP,57192 - 57198,5480,8,8,0.0325281620026
1295981780.524369000,192.168.3.131,174.36.30.111,TCP,49206,80,3,3,0.0726790428162
1295981780.724369000,192.168.3.131,174.36.30.111,TCP,49206,5480,3,3,0.0726790428162
1295981781.169174000,65.55.116.184,10.0.2.15,TCP,5480,2549,10,10,0.221379995346
1295981782.622200000,192.168.3.131,209.17.73.30,TCP,58789 - 58790,80,411,411,8.84960007668
1295981786.975113000,64.4.35.57,10.0.2.15,TCP,61863,2550,34,34,43.5660331249
1295981789.054334000,172.16.255.1,188.22.186.229,UDP,50983,14487,2,2,0.24297618866
1295981789.054596000,67.64.157.145,172.16.255.1,UDP,58164,50983,2,2,0.123551130295
1295981789.054685000,172.16.255.1,188.163.1.229,UDP,50983,50709,2,2,0.221594810486
1295981789.054769000,172.16.255.1,67.84.50.244,UDP,50983,37499,2,2,0.0886640548706
1295981789.072022000,172.16.255.1,66.209.190.84,UDP,50983,7457,1,1,
1295981789.092469000,172.16.255.1,188.17.181.29,UDP,50983,443,2,2,0.258520126343
1295981789.092605000,172.16.255.1,69.126.180.28,UDP,50983,443,2,2,0.0964708328247
1295981794.602474000,192.168.3.131,65.55.15.244,TCP,57180,80,3,3,0.0168521404266
1295981794.602579000,192.168.3.131,74.125.127.148,TCP,57213,80,3,3,0.0199749469757
1295981794.602617000,192.168.3.131,65.55.206.9,TCP,57176,80,3,3,0.0790710449219
1295981794.802474000,192.168.3.131,65.55.15.244,TCP,57180,5480,3,3,0.0168519020081
1295981794.802579000,192.168.3.131,74.125.127.148,TCP,57213,5480,3,3,0.0199751853943
1295981794.802617000,192.168.3.131,65.55.206.9,TCP,57176,5480,3,3,0.0790710449219
1295981795.539330000,70.37.129.34,10.0.2.15,TCP,5480,2551,20,20,5.36753296852
1295981802.075396000,172.16.255.1,67.215.65.132,TCP,10704 - 10705,445,6,6,10.0163249969
1295981805.434639000,172.16.255.1,67.215.65.132,,,,7,7,4.83897805214
1295981805.549380000,67.215.65.132,172.16.255.1,,,,5,5,4.83589482307
1295981806.864911000,70.37.129.32,10.0.2.15,TCP,5480,2552,22,22,20.3597099781
1295981809.801957000,192.168.3.131,207.46.216.54,TCP,57191,5480,3,3,0.014130115509
1295981810.165160000,172.16.255.1,67.215.65.132,UDP,137,137,3,3,3.01859211922
1295981820.909605000,70.37.129.34,10.0.2.15,TCP,5480,2553,20,20,6.31523299217
1295981821.851069000,70.37.129.34,10.0.2.15,TCP,5480,2554,19,19,8.48047494888
1295981838.051371000,192.168.3.131,192.168.3.1,UDP,58673 - 60629,53,8,8,0.305305957794
